아이폰 14 프로 256GB [자급제],"1,462,000",https://cr.shopping.naver.com/adcr.nhn?x=hgQb%2B%2BKeC1rSNK8CebgGTP%2F%2F%2Fw%3D%3Ds%2BP7Im8Fr1K2jHkp4tpEWaXz%2BSPQbXQ159TXVScD1%2FPkZnZjrU3FzcM6ySRl%2FH7JPNiWJo%2FdBkqzF9HqQS5INcBbsECg5hWs2fBIm%2FEk2dZxynYDCF6TMK7j4TAnqRMaccp2guAK9oHfVfFV2t43lEMi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqqJx%2Bs9OYbHqvSNgDTPlwF7ix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4z%2FK5rlg0pzhUCALQ5zVC0HVAtHzAQV1wPzn%2BIgF0UOGk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdKjpXCrd2e5E9B7Xw3mxK4hQvCL0vjT7BDyew%2BppTYv%2B9cHibucK370VBYCLsADYqO2khG%2FXNgWCQdEVu%2FHtpD1LXcv9Az4Jm6rquko58j6DsqLykQuGh01ylIDtEDoqxtAQ4ZYJOzmPD%2BKeKsgaNILlE80KNwbfNxekQsGJejRksTXhzeKkynwlV5iG42bUw8vSuA2YHwbohDs2xv9m0E4FyjkC%2BlI5yKA2PJ%2FFJzTYv4YGjJCSIW1IvBxXT1wG997viDXK2VrEkneYBo%2BkfzqOCEVUWotfPfL2NrG6hUu%2FDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=34561756621&catId=50001519
아이폰 14 128GB [자급제],"950,000",https://cr.shopping.naver.com/adcr.nhn?x=KBa9wjZ5dbUzPcCtt9KFt%2F%2F%2F%2Fw%3D%3DszrqryE4acW1C2o3C9qe%2F0Bc3e4EGL775PTC8%2B8mOWG%2FzrIoIuj9lIGxoqpn2j8WfZP022QkA%2BFJ%2BAXFt0yMv2H7IJaWEFqXUgFjkgbAgioePzXVmP9XBi9txjki%2BhIsClqb1k825AaUtwz4d23tgv0Pg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWGQofcd%2B%2FmYKiDklXRnEfUfPKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2FywsvcLP4PqNI1Bx9dFLyRpTOBp5tljfskcQGWzcHk%2FGqwUQhkkHXK4%2FmSRy5icYE%2F277udYiS6QsokcLANSgl3a66z5fNDNy%2BXlpLCF2U%2FDsvdkIptLkhleORsoGb3BUK6Qn4zc8QdDd9CeBLpgospwnYwTHEK1%2BJo7nD4MM4ha5%2BJKsaK6szvgRo5X5XC1HnWyygtiXXhv9ZP80%2FKHwImnYr2VsIAdSBjHtTdXYc693jejriJ8H0NV5nx9%2BVr0aUV2lQ7tlTsFzOPe0TFOgJ34fdVp1uEg6zuTysOCVH%2BuITpicchwRNwmJ84TyxvjggzFmp6jHXntuDg0b41DACqWMa29rJBWmD9bP3P3Z3%2F6U6zHICEQpPL7Rm%2B2fyhjEhHR&nvMid=34561821618&catId=50001519
아이폰 14 프로 128GB [자급제],"1,298,740",https://cr.shopping.naver.com/adcr.nhn?x=Kn3niPxf9TVsu9pRTZWRdP%2F%2F%2Fw%3D%3Ds0C109e%2F%2FwCwTe1lA61BrCS8WMVYDKwnGVEIXQ3TmepjzrIoIuj9lIGxoqpn2j8WfgTQi%2BdOuVWYFXdldZ45u0X7IJaWEFqXUgFjkgbAgioePzXVmP9XBi9txjki%2BhIsClqb1k825AaUtwz4d23tgv0Pg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWGUqlq%2FaigcbGDbAqhz3Q%2F8%2FKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2FywsvcLP4PqNI1Bx9dFLyRpTOBp5tljfskcQGWzcHk%2FGqwUQhkkHXK4%2FmSRy5icYE%2F277udYiS6QsokcLANSgl3a64%2FiJRKcShYz1viQC4siGuNkIptLkhleORsoGb3BUK6QTVUwxcYcvOvHgVAzyINdlxzSqWPO54Bl3vUpx%2BR13DVKsaK6szvgRo5X5XC1HnWy%2BKlHRuvlCbTmijhmTQnF4EdRaHQtiL31nPh1RKZ9aw%2F1JtnyFV8OD7Bngtl8x0QvWF8C1sKHyE6WqXKmnlI%2Fuhf%2FUekMkK3fNG1koTS3wj2Uy967mlSa3mZfqZTLi6DqRcr15Kty4fmGxB2pSaMJdQFjwjGdXBaGThMXVT94lVou8BadU1hBPirB5sSlLZkcQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=34558906623&catId=50001519
아이폰 14 프로 맥스 256GB [자급제],"1,660,600",https://cr.shopping.naver.com/adcr.nhn?x=TTtNuDIbFmoBb6JkqbRAXP%2F%2F%2Fw%3D%3DsfHWCRWYeWyQsX9MealGri96sm0CeOVXwLn1WiuYp7FE1yF%2BGZ396IKxRu7%2BmKAau9EmATZ86%2FxfkefNg8C7MmdrxJUn6vfCHNSb%2FKiFgtcLFaTgNyhcI6I2mWvXy5DTRxscR9jf7%2FHkJnE853In6K0gAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMURjBYHpmerOuI9sAyycNivzQZD6UDT51Dg8nNb9lI8fV%2BFLPJmN7kd5F0maTGsL0cudOSFF%2FyJ7%2BLkBU4v56qOyuyEkxDCy7xNNI%2FyODQJVm54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyHbupEIVq43Pp1cUrNVPo32zaLo3YojXuQJMvdaZ%2BI%2Fy%2F0X8gFBBhr6rnnTk5Nq2rBAnmQ95cH0CGMlfDvbF%2BpOxyTNOpvF5JKAAUscSxRXpjrModG8ApvyDh2g%2Bv61QB9J%2B7HzNVm2DOqdb7jD6VqFqpfOOatAYSzY40VOcDwBMJQ7%2B%2B64EKB%2FCwjrIJoRhoyIy8v3W%2B6h1DFHpmt7X16gTuy2xMKrx1iPu1rGIXLQZUTeuJgZvRvEK7gZCw3B0%2BuJ7A8BGCl8GKQNuLlKMWzagEj8pZkxJjDgv98e9VRo9b1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=34561927619&catId=50001519
아이폰 14 플러스 128GB [자급제],"869,900",https://cr.shopping.naver.com/adcr.nhn?x=iw9niVlf6BNdSHku4Wn5Mv%2F%2F%2Fw%3D%3DsGnb5DwZITyvWK8NPRTE2qYvOYccbNWEkZxf2RbIt0iK2CDIiBjsqDsOT%2B%2FiWkmQSP8IPw8JH8wDcIRbQuESOdp2XgfuaGnS5ZxiKjUGjU0aRgjioZ9f3IQYw%2BOaLcWWqwCPTnyM4SOMhlVueYXCh0cOmY27ZGze0Q%2BtXRlM4Oxvl48pn4Dvz5Q0UPYVKcm4ha7UDBl4Nj1zVbbxuXHGd9cdAmfSN83ChOoIPfneWzCavS7fnn7TEzbGYEdK0StlzRMaO5hrmIK1YBG0005004F18On0%2B4OT76dMX121gsZ4Hs%2F2PHkpmvWjL2qy1nHubmeQYhy8JfLjhKtJ9IvML%2F5k03%2BFwbC%2FEjSacduaB3wlXfqiCwBtPYYwEdSt6i2JAIYjsypPkhawkCke8qB9t9oSFjYZCDPvAZqh8%2F6bTN2wEc05LTibBt%2FawtKKLwCqnLVe85mVpbsSHnyhNI%2Bsygx6%2B816nYNINc2aVGgiR0n71JtnyFV8OD7Bngtl8x0QvWF8C1sKHyE6WqXKmnlI%2FuiJgkFlZB%2FKpeIRMQ3uiiYrC0hiHfmfzmAI0X1cC502KHYS%2Ffe75Izag9ltmMMzG%2FytlPZlDocTxK5vw0X%2BJTVMS%2BBeZwSHtGDDB0Sf3wWMmBq7h9PA5SrIXrcWPClBGWw%3D%3D&nvMid=34562379623&catId=50001519
아이폰 14 256GB [자급제],"1,100,000",https://cr.shopping.naver.com/adcr.nhn?x=06DOcqB9HviGKoMnUa0Hn%2F%2F%2F%2Fw%3D%3Ds921B4xVF95cmYO2EXE4d11FJmYly7ZKpybbbBRpkH4U1yF%2BGZ396IKxRu7%2BmKAauZ7Xv7ZITHrL94yJLotXwhpEs5A%2F8679uFsAvrRbLNITFaTgNyhcI6I2mWvXy5DTRxscR9jf7%2FHkJnE853In6K0gAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMU4Xu%2Fu8xUcVGWrpRj%2FHxEHDQZD6UDT51Dg8nNb9lI8fV%2BFLPJmN7kd5F0maTGsL0cudOSFF%2FyJ7%2BLkBU4v56qOyuyEkxDCy7xNNI%2FyODQJVm54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyG9e2TYocO2%2FCkkEXMyN%2FZSzaLo3YojXuQJMvdaZ%2BI%2Fy%2F0X8gFBBhr6rnnTk5Nq2rPgWhfzkpSS%2BhnkfhWf1L9%2BxyTNOpvF5JKAAUscSxRXpjrModG8ApvyDh2g%2Bv61QB%2B%2FsYn1alulnHQwwGteMVBdD%2FkFMO4s7sTx4sbc7XXXQXl52Fau8IG2vBoGlpFl9NON7MiYYFRFGBVuyY04Z1q%2FC0hiHfmfzmAI0X1cC502KfttFD8%2BaROpnqnqy1yQmHLkEAiuPv7mT%2Bkv9iuXm%2BXsIy%2BwBKVpNMcHEfx0KSsMnBq7h9PA5SrIXrcWPClBGWw%3D%3D&nvMid=34563811621&catId=50001519
APPLE 아이폰14 프로 128GB IPHONE14 PRO 완납 새제품,"740,000",https://cr.shopping.naver.com/adcr.nhn?x=6DM5Udqjwtcimj2w67%2BP3%2F%2F%2F%2Fw%3D%3DstzTXC7qH3axCbvYJ6L3ru4LoV47n99pIeBcE8iH7rx4ZnZjrU3FzcM6ySRl%2FH7JP2rdfKnoxt2fsFNeubcqoKhbsECg5hWs2fBIm%2FEk2dZxynYDCF6TMK7j4TAnqRMaccp2guAK9oHfVfFV2t43lEDaSZny%2B1MgSfJG5ocTRQNj1rIvubP2%2F%2BNF2sTRY2hEVdSVEdHXcMPLIaXzJy1CC%2BTCmC0VSGi5CerUCGS1ou7OrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPBvWxP0hooUJlMBuFCyNsig8H3CFkkzwMxHnBRbo%2F%2Fuyf5S5ycDGuwbfEdv1A6kKwmSJQXg%2FtgeR0DFgggnv2zBFRAI%2F1AUWp5NJnHXKSmv7zBpwOtVr4XU8iCdS0bcgVRNPD8SdQVyQmT1ENZrFJXvh9HPFVZVoVevIqEsztklVtMP3gfsQ2r3ndryWGhuU5HR26cmXygepuWpxN7vMw028oFTX8ofCXz3S7K28ZWMsda%2F4ECperIRx0GIw%2FrMXsb%2FnJT8FwNJHE0qQlS7HdPhZU4xVS9n0ifoifm6tA9rknbyS2JIbN1YExbMsl26DhgN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=86295764604&catId=50001519
애플 아이폰 14 프로 256기가 미개봉 새제품 - 최저가 도전 무료배송,"1,340,000",https://cr.shopping.naver.com/adcr.nhn?x=iEWbf%2Bpw0bC8wA%2BZnZNQ1f%2F%2F%2Fw%3D%3DsFtFlxjhfNnhu5E4ThaEdCfHd3CxO1cdx4YGMaEsA%2BH0ZnZjrU3FzcM6ySRl%2FH7JP1v8qh8d%2F6UkJmiXp7foDeRbsECg5hWs2fBIm%2FEk2dZxynYDCF6TMK7j4TAnqRMacgU%2FjMgH3tnSPROH5kfYh86NjGKaUbEVxS8aR4iSL8OipgS33i8Hi4JhOinJt%2BH2EHYFqTd6%2FJ%2Bsp5fxGgJTEaxizsfSwm5qI0pw6zIjrH3%2BwaOxY6aU2UMrx4Vh3%2F3FDgGwmPNX%2Fe%2BXkuZ30duRQYj%2FN1gL%2FBgCKENDMCz1nm%2F2PrzJcxdPYhIyMhUct79a2%2F31t8phaoqfhoA%2Fr8%2F0pyIfE2h956A8QQSp128tUNWy1wUeWKvMlO5WzWE9xmHT%2FFCJLeTNMiIpdd72TMnUFR2ulZLPtlZjB%2B1%2Fl4XGuKY3LMr6AtvjTRj2SnBjA2%2BvKGuYRLgqpnY79CRR3YMPm%2FgIrnTKZ%2Fz81eYpUllFJzNATmIAnSco7zkDqOeCIOlf3uZT%2FwcCkV6HSRo7aVZ1OsZWpez4zRpOPHxi88vS4YX9fZCSFBf9mV2GNr4%2B9BZ0HdH0g2z1mnGI56RXn%2BRsxcUWX186hW8njks3b79M0%2F%2FY5pypxTo%2Ffmb9f3lhh4v%2B4VoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=41350423968&catId=50001519
[아이폰] 애플 아이폰14 256GB 미개봉 새상품 미개봉,"793,000",https://cr.shopping.naver.com/adcr.nhn?x=4w2E%2FDE1L%2FYXuVaqIJ%2BW2f%2F%2F%2Fw%3D%3DsjTZxyee0PgBik7u1seBdHFNgDgX7wQX54c0hsh3ON9QZnZjrU3FzcM6ySRl%2FH7JPCzHG73NjFTNiuUAb0Okf7BbsECg5hWs2fBIm%2FEk2dZxynYDCF6TMK7j4TAnqRMaccp2guAK9oHfVfFV2t43lEMRtV6%2BUNMOsqshYZazgRclp4DGxJcjC91W15IQ6y0Ty%2Fo5zG0s4n5YIo4YIEXXTBbVkPn0oQGaenQy8E8eDpVHYFHK60gS4JhpnwNanhP5j1JttgEd83fK%2F7TSLaCwXK3zHwCZLdczUbBhbvin2cD0aebZY37JHEBls3B5PxqsFEIZJB1yuP5kkcuYnGBP9uwVt%2Bq%2BEGbIURH4Pt76u0TaR9vjsPRaTAesKWFh1f3IkaJzKlJxDwH98Bda84B%2BVjZ5BkQietOuvrW7wazpg%2F1oq2JAR1E255Q%2BmuYBwn4fbbd7XoCyb6fMbm6KkNdLrx%2BxGsQX0zYLgknzAww%2Fq4Os%2FUImGNSrhVLj8Lq0tRbbmInDFqRMdWMSArn7j%2FXtWX9R0uRjOIRcbQyyxiCi15Zg%2BehHGjWxn1RHcwuw9gKxq3xZyu%2FhiNNXA74v6qGw981B2kDYYOTTwnMF%2BLhBVUullNzdJFgkoR1MOL3Zb6EWFuWDxCLDWESmFjUR8Z5gy4gafFCPj0KgdUDi0ZK45YPrke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=38721880106&catId=50001519
(미개봉 새상품)애플 아이폰14 프로 256GB/Apple iPhone14 Pro 256GB  SKT,"610,000",https://cr.shopping.naver.com/adcr.nhn?x=qd7kIkbXzcEHpOySWvwCuf%2F%2F%2Fw%3D%3DslTuK52on%2FEgGXr9K0NDOfXevwNyIKDTBPMKatzAntag1yF%2BGZ396IKxRu7%2BmKAauU33z7Uz7CBBzkW28PjaJHa%2FSsm9ZaoCUoqqM5zalStrFaTgNyhcI6I2mWvXy5DTRxscR9jf7%2FHkJnE853In6K3ULJJH%2BMKqMyaVu%2BUeO3m60%2B85WmSKK5LY2dJjcChMGAhB97CpY1kmZE3XViJNJZCidrUZ7CA3bDJhDi6q2QrBk2YDxavoyfj7kpiPHayYqZXNB1oOqSN6EDQsSZ97UzwxhhBVD%2B5We7apUeNBN1AN4xv0OgM%2F%2FAQRGgERaOGxPezcU0tmfHkw0GRfU4WmWPyluGxNWG6L2ZPscmMfusoY%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSejpop6dbrrIDTrrnxYDhQhcghK9ccmOhhZErthqMSAxd%2F0X8gFBBhr6rnnTk5Nq2rEz6QAaXdWJZaA4fVg6D5CuRkvCtGYxMXEdZWGc%2B2aopInDFqRMdWMSArn7j%2FXtWXxrskZ86zdR%2F6ORtuLObHNxVAwb8WVtvyLHhp2AzgnTD7PZJlMeD1WzOEuv0VL3R7KBMVX9GDR5f3YmYdXnaNJFdnvoolkKVNouiKxvFitIQA%2FBnUOKzQWygm%2FFg7saF4SuL7eMZhvargNyihy21YbkaIbT4wPT2RVq4kndhIVrULvkFlNYeoM2sg3sHuNnoaTM95yqHiUbxeWBJDysLgQ3LVWGr8fvvH1mWvUgXPK6j&nvMid=42241697736&catId=50001519
